# Urdu word -> IPA, as espeak-ng says it.
# Written by tools/urdu/lexbuild.py; do not edit by hand.
# 101580 words, of which 7504 had to be asked one at a time.
؁	sˈan
نصحا	nˈʌʂhˌaː
نصد	nˈʌʂəd
نصر	nˈʌʂər
نصرالدین	nˌəʂrˌaːldˈiːn
نصراللہ	nˌəʂrˈaːləla
نصرانی	nˌəʂrˈaːni
نصرانیت	nˌəʂrˌaːniˈat
نصرانیہ	nˌəʂraːnˈiːa
نصرت	nʊʂrˈat
نصرتوں	nˈʌʂərtõː
نصرتیں	nˈʌʂərtĩː
نصرہ	nˈʌʂəra
نصرۃ	nˈʌʂərˌət
نصف	nˈɪʂf
نصفا	nˈʌʂfˌaː
نصفت	nˈʌʂəfˌət
نصفتی	nˈɪʂfti
نصفی	nˈʌʂfˌiː
نصفین	nˌəʂfˈiːn
نصمہ	nˈʌʂəma
نصوح	nəʂˈoːh
نصوحا	nəʂˈoːhaː
نصوخ	nəʂˈoːx
نصوص	nəʂˈoːʂ
نصیب	nəʂˈiːb
نصیبا	nəʂˈiːbaː
نصیبوں	nəʂˈiːbõː
نصیبہ	nəʂˈiːbˌa
نصیبی	nəʂˈiːbi
نصیبے	nəʂˈiːbeː
نصیح	nəʂˈiːh
نصیحت	nəʂˈiːhət
نصیحتانہ	nˌəʂihətˈaːnˌa
نصیحتوں	nəʂˈiːhətˌõː
نصیحتیں	nəʂˈiːhətˌẽː
نصیر	nəʂˈiːr
نصیرہ	nəʂˈiːrˌa
نصیری	nəʂˈiːri
نصیریہ	nˌəʂirˈiːa
نصیف	nəʂˈiːf
نضار	nəzˈaːr
نضارت	nəzˈaːrət
نضارۃ	nəzˈaːrət
نضال	nəzˈaːl
نضج	nˈʌzəɟ
نضح	nˌəzˈah
نضحت	nˈʌzəhˌət
نضر	nˈʌzər
نضرت	nˈʌzərˌət
نضرہ	nˈʌzəra
نضمہ	nˈʌzəma
نضوح	nəzˈoːh
نضیا	nˈʌzjaː
نضیج	nəzˈiːɟ
نضید	nəzˈiːd
نضیر	nəzˈiːr
نطارا	nətˈaːraː
نطاق	nətˈaːq
نطالیہ	nˌətaːlˈiːa
نطام	nətˈaːm
نطح	nˌətˈah
نطر	nˈʌtər
نطرون	nˌətrˈuːn
نطشائیت	nˌətʃˌaːiˈat
نطع	nˈʌtaː
نطعی	nətˈai
نطف	nˈʌtəf
نطفہ	nˈʌtəfa
نطفی	nˈʌtfˌiː
نطفے	nˈʌtfˌeː
نطق	nˈʌtəq
نطقیہ	nˌətqˈiːa
نطول	nətˈoːl
نطیرت	nətˈiːrət
نطیس	nətˈiːs
نطیف	nətˈiːf
نظائر	nəʐˈaɪr
نظائری	nəʐˈaɪri
نظار	nəʐˈaːr
نظارت	nəʐˈaːrət
نظارتی	nəʐˈaːrtˌiː
نظاروں	nəʐˈaːrõː
نظارگان	nˌəʐaːrɡˈaːn
نظارگی	nəʐˈaːrɡˌiː
نظارہ	nəʐˈaːrˌa
نظارے	nəʐˈaːreː
نظافت	nəʐˈaːfət
نظام	nɪʐˈaːm
نظامات	nɪʐˈaːmaːt
نظامت	nɪʐˈaːmt
نظاموں	nɪʐˈaːmõː
نظامی	nɪʐˈaːmi
نظامیات	nɪʐˈaːmiˌaːt
نظامیہ	nɪʐˈaːmiˌa
نظر	naʐˈar
نظرئیے	naʐˈarjeː
نظرا	naʐˈaraː
نظرات	naʐˈaraːt
نظرالنسا	naʐˈaraːlnsaː
نظرانداز	naʐˈaraːndˌaːz
نظراں	naʐˈarãː
نظرباز	naʐˈarbaːz
نظربازی	naʐˈarbaːzˌiː
نظربد	naʐˈarbəd
نظربند	naʐˈarbənd
نظربندی	naʐˈarbəndˌiː
نظربٹو	naʐˈarbəʈˌoː
نظرثالثا	naʐˈarsaːlsaː
نظرثانی	naʐˈarsaːnˌiː
نظرفریب	naʐˈarfərˌiːb
نظروں	naʐˈarõː
نظرپوشی	naʐˈarpoːʃˌiː
نظرکرنا	naʐˈarkərnaː
نظرہ	naʐˈara
نظری	naʐˈari
نظریئے	naʐˈariˌeː
نظریات	naʐˈariˌaːt
نظریاتی	naʐˈarjaːtˌiː
نظریں	naʐˈarẽː
نظریہ	naʐˈariˌa
نظریے	naʐˈarjeː
نظم	nˈaʐm
نظما	nˈʌʐmˌaː
نظماء	nˈʌʐmˌaː
نظمانا	nˌəʐmˈaːnaː
نظمانہ	nˌəʐmˈaːnˌa
نظموں	nˈʌʐmˌõː
نظمی	nˈʌʐmˌiː
نظمیات	nˌəʐmiˈaːt
نظمیت	nˈaʐmiˌat
نظمیں	nˈʌʐmˌẽː
نظمیہ	nˌəʐmˈiːa
نظور	nəʐˈoːr
نظیر	nəʐˈiːr
نظیرا	nəʐˈiːraː
نظیرت	nəʐˈiːrət
نظیرہ	nəʐˈiːrˌa
نظیری	nəʐˈiːri
نظیریں	nəʐˈiːrẽː
نظیف	nəʐˈiːf
نظیفہ	nəʐˈiːfˌa
نظیم	nəʐˈiːm
نعائم	naːˈɪm
نعات	nˈaːt
نعارہ	nˈaːrˌa
نعاس	nˈaːs
نعال	nˈaːl
نعام	nˈaːm
نعامتان	nˌaːmtˈaːn
نعامہ	nˈaːmˌa
نعت	nˈaːt
نعتوں	nˈaːtõː
نعتیں	nˈaːtẽː
نعتیہ	nˈaːtiˌa
نعروں	nˈaːrõː
نعرہ	nˈaːrˌa
نعرے	nˈaːreː
نعش	nˈaːʃ
نعشوں	nˈaːʃõː
نعشیں	nˈaːʃẽː
نعل	nˈaːl
نعلی	nˈaːli
نعلین	nˈaːlin
نعلیں	nˈaːlẽː
نعم	nˈeːm
نعما	nˈaːmaː
نعمات	neːmˈaːt
نعمان	nˈaːmaːn
نعمانہ	nˈaːmaːna
نعمانی	naːmˈaːni
نعمانیہ	nˈaːmaːnˌiːa
نعمت	neːmˈat
نعمتوں	neːmˈatõː
نعمتیں	neːmˈatẽː
نعمہ	nˈaːmˌa
نعنع	nˈaːneː
نعنول	nˈaːnuːl
نعوت	nˈaːʋət
نعوذ	naˈuːz
نعوظ	nˈaːʋəʐ
نعومت	naːˈoːmət
نعومہ	naːˈoːmˌa
نعی	nˈai
نعیق	naˈiːq
نعیم	naˈiːm
نعیمہ	naˈiːmˌa
نعیمی	naˈiːmi
نغارہ	nəɣˈaːrˌa
نغدہ	nˈʌɣdˌa
نغر	nˈʌɣər
نغریہ	nˌəɣrˈiːa
نغز	nˈʌɣəz
نغزبیاں	nˌəɣəzˈʌbjãː
نغزک	nˈʌɣəzˌək
نغزیت	nˌəɣəziˈat
نغف	nˈʌɣəf
نغم	nˈaɣm
نغمائیت	nˈaɣmaːˌiːat
نغمات	nˈaɣmaːt
نغماتی	nˈaɣmaːtˌiː
نغموں	nˈaɣmõː
نغمگی	nˈaɣmɡi
نغمہ	nˈaɣma
نغمیہ	nˈaɣmiˌa
نغمے	nˈaɣmeː
نغول	nəɣˈoːl
نغولہ	nəɣˈoːlˌa
نف	nˈʌf
نفائس	nəfˈaɪs
نفاثہ	nəfˈaːsˌa
نفاح	nəfˈaːh
نفاخ	nəfˈaːx
نفاختہ	nəfˈaːxta
نفاختی	nəfˈaːxtˌiː
نفاخہ	nəfˈaːxˌa
نفاخی	nəfˈaːxi
نفاذ	nɪfˈaːz
نفار	nəfˈaːr
نفاس	nəfˈaːs
نفاست	nəfˈaːst
نفاستوں	nəfˈaːstˌõː
نفاستیں	nəfˈaːstˌẽː
نفاسی	nəfˈaːsi
نفاطہ	nəfˈaːtˌa
نفاظ	nəfˈaːʐ
نفاع	nˈʌfaː
نفاق	nəfˈaːq
نفاقات	nˌəfaːqˈaːt
نفاقتا	nəfˈaːqtˌaː
نفاقتہ	nəfˈaːqtˌa
نفاقتی	nəfˈaːqtˌiː
نفانخ	nəfˈaːnəx
نفت	nˈʌfət
نفتا	nˈʌftˌaː
نفتھینی	nˌəftʰˈiːni
نفتہ	nˈʌftˌa
نفتی	nˈʌftˌiː
نفث	nˈʌfəs
نفجہ	nˈʌfəɟa
نفح	nˌəfˈah
نفحات	nˌəfˈahaːt
نفحتہ	nˈʌfəhˌəta
نفحہ	nˈʌfəhˌəa
نفخ	nˈʌfəx
نفخہ	nˈʌfəxa
نفخی	nˈʌfxˌiː
نفذ	nˈʌfəz
نفر	nˈʌfər
نفرا	nˈʌfrˌaː
نفرائی	nˌəfrˈaːi
نفرام	nˌəfrˈaːm
نفرانی	nˌəfrˈaːni
نفرت	nˈafrat
نفرتوں	nˈʌfərtõː
نفرتی	nˈʌfərti
نفرتیں	nˈʌfərtĩː
نفرگی	nˈʌfərɡi
نفری	nˈʌfrˌiː
نفرین	nˌəfrˈiːn
نفرینی	nˌəfrˈiːni
نفز	nˈʌfəz
نفس	nˈafs
نفسا	nˈʌfsˌaː
نفسانی	nˌəfsˈaːni
نفسانیت	nˌəfsˌaːniˈat
نفسانیہ	nˌəfsaːnˈiːa
نفسوں	nˈʌfsˌõː
نفسی	nˈʌfsˌiː
نفسیات	nˌəfsiˈaːt
نفسیاتی	nˌəfsjˈaːti
نفسیت	nˈafsiˌat
نفسیہ	nˌəfsˈiːa
نفط	nˈʌfət
نفطہ	nˈʌfəta
نفع	nˈʌfaː
نفق	nˈʌfəq
نفقات	nˌəfəqˈaːt
نفقوں	nˈʌfqˌõː
نفقہ	nˈafqa
نفل	nˈʌfəl
نفلوں	nˈʌflˌõː
نفلی	nˈʌflˌiː
نفوخ	nəfˈoːx
نفوذ	nəfˈoːz
نفوذوں	nəfˈoːzõː
نفوذی	nəfˈoːzi
نفوذیت	nˌəfoːziˈat
نفور	nəfˈoːr
نفوس	nʊfˈuːs
نفوسک	nəfˈoːsək
نفولہ	nəfˈoːlˌa
نفی	nˈʌfi
نفیت	nˌəfiˈat
نفیر	nəfˈiːr
نفیرعام	nˌəfirˈaːm
نفیرچی	nəfˈiːrci
نفیری	nəfˈiːri
نفیس	nəfˈiːs
نفیسہ	nəfˈiːsˌa
نفیع	nˈʌfi
نفیل	nəfˈiːl
نفے	nˈʌfeː
نقا	nˈʌqaː
نقائص	nəqˈaɪʂ
نقائض	nəqˈaɪz
نقاب	nəqˈaːb
نقابت	nəqˈaːbət
نقابتی	nəqˈaːbtˌiː
نقابوں	nəqˈaːbõː
نقاخ	nəqˈaːx
نقاد	nəqˈaːd
نقادفن	nəqˈaːdəfˌən
نقادوں	nəqˈaːdõː
نقادی	nəqˈaːdi
نقار	nəqˈaːr
نقارخانہ	nˌəqaːrxˈaːnˌa
نقاروں	nəqˈaːrõː
نقارچی	nəqˈaːrci
نقارہ	nəqˈaːrˌa
نقارے	nəqˈaːreː
نقاش	nəqˈaːʃ
نقاشوں	nəqˈaːʃõː
نقاشہ	nəqˈaːʃˌa
نقاشی	nəqˈaːʃi
نقاض	nəqˈaːz
نقاط	nəqˈaːt
نقاطہ	nəqˈaːtˌa
نقاع	nˈʌqaː
نقال	nəqˈaːl
نقالن	nəqˈaːlɪn
نقالوں	nəqˈaːlõː
نقالہ	nəqˈaːlˌa
نقالی	nəqˈaːli
نقالیاتی	nəqˈaːljaːtˌiː
نقالیہ	nˌəqaːlˈiːa
نقاوت	nəqˈaːʋət
نقاوہ	nəqˈaːʋˌa
نقاہت	nəqˈaːhət
نقاہتوں	nəqˈaːhtõː
نقاہتیں	nəqˈaːhtẽː
نقب	nˈʌqəb
نقباء	nˈʌqbˌaː
نقبچی	nˈʌqəbci
نقبی	nˈʌqbˌiː
نقح	nˌəqˈah
نقد	nˈʌqəd
نقدا	nˈʌqdˌaː
نقدوتبصرہ	nˌəqdˈuːtəbˌəʂəra
نقدوقت	nˌəqdˈuːqət
نقدہ	nˈʌqdˌa
نقدی	nˈʌqdˌiː
نقدین	nˌəqdˈiːn
نقدینہ	nˌəqdˈiːnˌa
نقر	nˈʌqər
نقرئی	nˈʌqəri
نقرئین	nˌəqərˈiːn
نقرا	nˈʌqrˌaː
نقرائی	nˌəqrˈaːi
نقرت	nˈʌqərˌət
نقرس	nˈʌqərˌəs
نقرسی	nˈʌqərsi
نقرضا	nˈʌqərzaː
نقرنول	nˌəqərnˈoːl
نقروی	nəqˈʌrʋi
نقرپان	nˌəqərpˈaːn
نقرہ	nˈʌqəra
نقری	nˈʌqrˌiː
نقسان	nˌʊqsˈaːn
نقش	nˈaqʃ
نقشانا	nˌəqʃˈaːnaː
نقشوں	nˈʌqʃˌõː
نقشہ	nˈaqʃa
نقشی	nˈʌqʃˌiː
نقشین	nˌəqʃˈiːn
نقشیں	nˈʌqʃˌẽː
نقشے	nˈʌqʃˌeː
نقص	nˈʊqʂ
نقصان	nʊqʂˈaːn
نقصانات	nˌʊqʂaːnˈaːt
نقصانوں	nʊqʂˈaːnõː
نقصانی	nʊqʂˈaːni
نقصانیت	nˌʊqʂaːniˈat
نقصاں	nˈʊqʂãː
نقض	nˈʌqəz
نقط	nˈʊqt
نقطوں	nˈʊqtõː
نقطہ	nˈʊqta
نقطۂ	nʊqtˈaeː
نقطیت	nˌʊqtiˈat
نقطین	nʊqtˈiːn
نقطے	nˈʊqteː
نقل	nˈaql
نقلما	nˈʌqəlmaː
نقلمی	nˈʌqəlmi
نقلوں	nˈʌqlˌõː
نقلہ	nˈʌqəla
نقلی	nˈʌqlˌiː
نقلیا	nəqˈʌljaː
نقلیات	nˌəqliˈaːt
نقلیت	nˈaqliˌat
نقلیں	nˈʌqlˌẽː
نقلیہ	nˌəqlˈiːa
نقم	nˈʌqəm
نقمت	nˈʌqəmˌət
نقناع	nˈʌqnˌaː
نقو	nˈʌqoː
نقود	nəqˈoːd
نقور	nəqˈoːr
نقوش	nʊqˈuːʃ
نقوشات	nˌʊquːʃˈaːt
نقوع	nˈʌquː
نقوعات	nəqʋˈaːt
نقول	nəqˈoːl
نقوی	nˈʌqʋi
نقہ	nˈʌqˌa
نقی	nˈʌqi
نقیب	nəqˈiːb
نقیبا	nəqˈiːbaː
نقیبانہ	nˌəqibˈaːnˌa
نقیبہ	nəqˈiːbˌa
نقیبی	nəqˈiːbi
نقیح	nəqˈiːh
نقیر	nəqˈiːr
نقیض	nəqˈiːz
نقیضین	nˌəqizˈiːn
نقیع	nˈʌqi
نقیعہ	nəqjˈaːa
نقیل	nəqˈiːl
نقیہ	nəqˈiːa
نل	nˈʌl
نلئی	nˈʌlˌiː
نلا	nˈʌlaː
نلاؤ	nəlˈaːoː
نلاؤں	nˌəlaːˈoːn
نلائی	nəlˈaːi
نلائیں	nəlˈaːẽː
نلائیے	nəlˈaːjeː
نلائے	nəlˈaːeː
نلاتا	nəlˈaːtaː
نلاتی	nəlˈaːti
نلاتیں	nəlˈaːtẽː
نلاتے	nəlˈaːteː
نلانا	nəlˈaːnaː
نلانے	nəlˈaːneː
نلاہٹ	nəlˈaːhəʈ
نلایا	nəlˈaːjaː
نلج	nˈʌləɟ
نلجا	nˈʌlɟˌaː
نلجتا	nˈʌləɟtaː
نلجی	nˈʌlɟˌiː
نلد	nˈʌləd
نلن	nˈʌlən
نلنی	nˈʌlnˌiː
نلو	nˈʌloː
نلوا	nˈʌlʋaː
نلواؤ	nəlʋˈaːoː
نلواؤں	nˌəlʋaːˈoːn
نلوائی	nəlʋˈaːi
نلوائیں	nəlʋˈaːẽː
نلوائیے	nəlʋˈaːjeː
نلوائے	nəlʋˈaːeː
نلواتا	nəlʋˈaːtaː
نلواتی	nəlʋˈaːti
نلواتیں	nəlʋˈaːtĩː
نلواتے	nəlʋˈaːteː
نلوانا	nəlʋˈaːnaː
نلوانے	nəlʋˈaːneː
نلوایا	nəlʋˈaːjaː
نلوں	nˈʌlõː
نلوہ	nəlˈoːa
نلڑا	nˈʌlr.ˌaː
نلڑی	nˈʌlr.ˌiː
نلکا	nˈʌlkˌaː
نلکاوں	nˌəlkˈaːõː
نلکی	nˈʌlkˌiː
نلکیاں	nəlˈʌkjãː
نلکے	nˈʌlkˌeː
نلہ	nˈʌlˌa
نلی	nˈʌli
نلیا	nˈʌljaː
نلے	nˈʌleː
نم	nˈʌm
نما	nˈʊmaː
نماء	nˈʊmaː
نماؤ	nˈʊmaːˌoː
نماؤں	nˈʊmaːˌoːn
نمائش	nˈʊmaːˈɪʃ
نمائشوں	nˈʊmaːˈɪʃõː
نمائشی	nˈʊmaːˈɪʃi
نمائشیت	nˈʊmaːˈɪʃˌiːat
نمائشیں	nˈʊmaːˈɪʃẽː
نمائندوں	nˈʊmaːˈɪndõː
نمائندگان	nˈʊmaːˈɪndəɡˌaːn
نمائندگی	nˈʊmaːˈɪndəɡˌiː
نمائندہ	nˈʊmaːˈɪnda
نمائندے	nˈʊmaːˈɪndeː
نمائی	nˈʊmaːˌiː
نمائیں	nˈʊmaːˌẽː
نمائیے	nˈʊmaːjˌeː
نمائے	nˈʊmaːˌeː
نماتا	nˈʊmaːtˌaː
نماتی	nˈʊmaːtˌiː
نماتیں	nˈʊmaːtˌẽː
نماتے	nˈʊmaːtˌeː
نمار	nˈʊmaːr
نماردہ	nˈʊmaːrdˌa
نمارق	nˈʊmaːrˌəq
نماز	namˈaːz
نمازجنازہ	namˈaːzɟənˌaːzˌa
نمازن	namˈaːzn
نمازوں	namˈaːzõː
نمازگاہ	namˈaːzɡaːh
نمازی	namˈaːzi
نمازیوں	namˈaːziˌõː
نمازیں	namˈaːzẽː
نماسخہ	nˈʊmaːsˌəxˌa
نماشام	nˈʊmaːʃˌaːm
نماشم	nˈʊmaːʃˌəm
نمال	nˈʊmaːl
نمالہ	nˈʊmaːla
نمام	nˈʊmaːm
نمامی	nˈʊmaːmˌiː
نمانا	nˈʊmaːnˌaː
نمانہ	nˈʊmaːna
نمانی	nˈʊmaːnˌiː
نمانے	nˈʊmaːnˌeː
نماونا	nˈʊmaːˌoːnaː
نمایا	nˈʊmaːjˌaː
نمایاں	nˈʊmaːjˌãː
نمایشی	nˈʊmaːˌiːʃi
نمایم	nˈʊmaːˌiːm
نمایندہ	nˈʊmaːˌiːnda
نمب	nˈʌmb
نمبر	nˈʌmbər
نمبرات	nˌəmbərˈaːt
نمبردار	nˌəmbərdˈaːr
نمبرداری	nˌəmbərdˈaːri
نمبرز	nəmbˈʌrz
نمبروں	nˈʌmbərˌõː
نمبری	nˈʌmbərˌiː
نمبو	nˈʌmboː
نمبولی	nəmbˈuːli
نمبڑنا	nˈʌmbər.naː
نمت	nˈʌmət
نمتا	nˈʌmtˌaː
نمتی	nˈʌmtˌiː
نمد	nˈʌməd
نمدا	nˈʌmdˌaː
نمدمو	nˈʌmədmoː
نمدگر	nˈʌmədˌəɡər
نمدہ	nˈʌmdˌa
نمدی	nˈʌmdˌiː
نمدیدہ	nˌəmdˈiːda
نمر	nˈʌmər
نمرتا	nˈʌmərtaː
نمرد	nəmˈʌrd
نمرق	nˈʌmərˌəq
نمرقہ	nˈʌmərˌəqˌa
نمرود	nˌəmrˈuːd
نمرودی	nˌəmrˈuːdi
نمرودیت	nˌəmrˌuːdiˈat
نمرہ	nˈʌməra
نمس	nˈʌməs
نمستے	nˈʌməsteː
نمسکار	nˌəməskˈaːr
نمش	nˈʌməʃ
نمشک	nˈʌməʃˌək
نمشکار	nˌəməʃkˈaːr
نمص	nˈʌməʂ
نمط	nˈʌmət
نمف	nˈʌməf
نمل	nˈʌməl
نملا	nˈʌmlˌaː
نملات	nˌəməlˈaːt
نملٹ	nˈʌməlˌəʈ
نملہ	nˈʌməla
نملی	nˈʌmlˌiː
نمن	nˈʌmən
نمنا	nˈʌmnˌaː
نمناک	nˌəmnˈaːk
نمناکی	nˌəmnˈaːki
نمنتر	nˈʌmənˌətər
نمنیچ	nˌəmnˈiːc
نمنے	nˈʌmnˌeː
نمو	nˈʌmoː
نموئی	nəmˈoːi
نموا	nˈʌmʋaː
نموباز	nˌəmoːbˈaːz
نمود	nəmˈoːd
نمودار	nˌəmoːdˈaːr
نموداری	nˌəmoːdˈaːri
نمودی	nəmˈoːdi
نمودیا	nˌəmoːdˈiːaː
نمودیں	nəmˈoːdẽː
نموذج	nəmˈoːzəɟ
نموری	nəmˈoːri
نموس	nəmˈoːs
نمولیاں	nəmˈoːljãː
نموم	nəmˈoːm
نمونتا	nəmˈoːntˌaː
نمونوں	nəmˈoːnõː
نمونہ	nəmˈoːnˌa
نمونی	nəmˈoːni
نمونیا	nəmˈoːnjaː
نمونے	nəmˈoːneː
نموں	nˈʌmõː
نموہا	nəmˈoːhaː
نموہن	nəmˈoːhən
نموہی	nəmˈoːhi
نمویاب	nəmʋjˈaːb
نمٹ	nɪmˈaʈ
نمٹا	nˈɪmʈaː
نمٹاؤ	nɪmʈˈaːoː
نمٹاؤں	nˌɪmʈaːˈoːn
نمٹائی	nɪmʈˈaːi
نمٹائیاں	nɪmʈˈaːjãː
نمٹائیو	nˌɪmʈaːˈeːoː
نمٹائیں	nɪmʈˈaːẽː
نمٹائیے	nɪmʈˈaːjeː
نمٹائے	nɪmʈˈaːeː
نمٹاتا	nɪmʈˈaːtaː
نمٹاتی	nɪmʈˈaːti
نمٹاتیں	nɪmʈˈaːtẽː
نمٹاتے	nɪmʈˈaːteː
نمٹانا	nɪmʈˈaːnaː
نمٹانی	nɪmʈˈaːni
نمٹانے	nɪmʈˈaːneː
نمٹاو	nɪmʈˈaːoː
نمٹایا	nɪmʈˈaːjaː
نمٹتا	nɪmˈaʈtaː
نمٹتی	nɪmˈaʈti
نمٹتیں	nɪmˈaʈtĩː
نمٹتے	nɪmˈaʈteː
نمٹنا	nɪmˈaʈnaː
نمٹنی	nɪmˈaʈni
نمٹنے	nɪmˈaʈneː
نمٹو	nˈɪmʈoː
نمٹوں	nˈɪmʈõː
نمٹی	nˈɪmʈi
نمٹیو	nɪmʈˈeːoː
نمٹیں	nˈɪmʈẽː
نمٹیے	nˈɪmʈjeː
نمٹے	nˈɪmʈeː
نمچھا	nˈʌmcʰˌaː
نمچھڑا	nˈʌməcʰr.aː
نمچی	nˈʌmcˌiː
نمڑنا	nˈʌmər.naː
نمک	nˈʌmək
نمکاب	nˌəmkˈaːb
نمکارا	nˌəmkˈaːraː
نمکانا	nˌəmkˈaːnaː
نمکداں	nˈʌməkdãː
نمکروہ	nˌəməkrˈoːa
نمکو	nˈʌmkˌoː
نمکور	nˌəmkˈuːr
نمکول	nˌəmkˈuːl
نمکولی	nˌəmkˈuːli
نمکوڑی	nˌəmkˈoːr.i
نمکہ	nˈʌməka
نمکی	nˈʌmkˌiː
نمکیات	nˌəmkiˈaːt
نمکیاتی	nˌəmkjˈaːti
نمکیت	nˌəməkiˈat
نمکین	nˌəmkˈiːn
نمکینی	nˌəmkˈiːni
نمکینیت	nˌəmkˌiːniˈat
نمگن	nˈʌməɡˌən
نمہ	nˈʌmˌa
نمہا	nˈʌmhˌaː
نمی	nˈʌmi
نمیبیا	nəmˈiːbjaː
نمیدہ	nəmˈiːda
نمیر	nəmˈiːr
نمیرقات	nˌəmirˌəqˈaːt
نمیرو	nəmˈiːroː
نمیرہ	nəmˈiːrˌa
نمیش	nəmˈiːʃ
نمیقہ	nəmˈiːqˌa
نمیلن	nəmˈiːlən
نمیلکا	nəmˈiːlkˌaː
نمیلی	nəmˈiːli
نمیم	nəmˈiːm
نمیمہ	nəmˈiːmˌa
نمیکھ	nəmˈiːkʰ
نن	nˈʌn
ننا	nˈʌnaː
ننائی	nənˈaːi
نناد	nənˈaːd
ننادی	nənˈaːdi
ننانواں	nənˈaːnʋãː
ننانوی	nənˈaːnʋi
ننانویا	nˌənaːnˈoːjaː
ننانویں	nənˈaːnʋẽː
ننانوے	nənˈaːnʋeː
نناواں	nənˈaːʋãː
نناوی	nənˈaːʋi
نناویں	nənˈaːʋẽː
نند	nˈʌnd
نندا	nˈʌndaː
ننداسا	nəndˈaːsaː
ننداسی	nəndˈaːsi
نندانا	nəndˈaːnaː
نندرا	nˈʌndərˌaː
نندرنا	nˈʌndərnaː
نندلال	nˌəndəlˈaːl
نندن	nˈʌndən
نندنا	nˈʌndənˌaː
نندنی	nˈʌndənˌiː
نندوئی	nəndˈoːi
نندپالی	nˌəndəpˈaːli
نندڑیاں	nəndˈʌr.jãː
نندک	nˈʌndək
نندکا	nˈʌndəkˌaː
نندکائی	nˌəndəkˈaːi
نندکی	nˈʌndəkˌiː
نندھنا	nˈʌndʰənˌaː
نندی	nˈʌndi
نندیا	nəndˈiːaː
نندیالی	nəndjˈaːli
نندیل	nəndˈiːl
ننسار	nənsˈaːr
ننند	nənˈʌnd
ننواتی	nənʋˈaːti
ننوشتنی	nənˈoːʃtənˌiː
ننوشتہ	nənˈoːʃta
ننپ	nˈʌnp
ننپا	nˈʌnpaː
ننپائی	nənpˈaːi
ننپائیاں	nənpˈaːjãː
ننپتا	nˈʌnpətˌaː
ننپتی	nˈʌnpətˌiː
ننپتیں	nˈʌnpətˌĩː
ننپتے	nˈʌnpətˌeː
ننپنا	nˈʌnpənˌaː
ننپنے	nˈʌnpənˌeː
ننپی	nˈʌnpi
ننپیں	nˈʌnpẽː
ننپیے	nˈʌnpjeː
ننپے	nˈʌnpeː
ننکا	nˈʌnkˌaː
ننگ	nˈʌnɡ
ننگا	nˈʌnɡˌaː
ننگائی	nˌənɡˈaːi
ننگانا	nˌənɡˈaːnaː
ننگلنا	nˈʌnəɡˌəlnˌaː
ننگوں	nˈʌnɡˌõː
ننگٹا	nˈʌnəɡʈaː
ننگھانا	nˌənɡʰˈaːnaː
ننگی	nˈʌnɡˌiː
ننگیانا	nˌənɡjˈaːnaː
ننگین	nˌənɡˈiːn
ننگے	nˈʌnɡˌeː
ننھا	nˈʌnhaː
ننھوں	nˈʌnhõː
ننھی	nˈʌnhi
ننھیاری	nənhjˈaːri
ننھیال	nənhjˈaːl
ننھیالی	nənhjˈaːli
ننھے	nˈʌnheː
ننہال	nˌənhˈaːl
ننہالی	nˌənhˈaːli
ننہپن	nˈʌnəhˌəpən
ننی	nˈʌni
نو	nˈoː
نوء	nˈoː
نوآموز	nˌaʋaːmˈoːz
نوآواز	nˌaʋaːʋˈaːz
نوئین	noːˈiːn
نوا	nˈaʋaː
نواؤ	nˈaʋaːˌoː
نواؤں	nˈaʋaːˌoːn
نوائب	nˈaʋaːˈɪb
نوائر	nˈaʋaːˈar
نوائی	nˈaʋaːˌiː
نوائیر	nˈaʋaːˌiːr
نوائیں	nˈaʋaːˌẽː
نوائیے	nˈaʋaːjˌeː
نوائے	nˈaʋaːˌeː
نواب	nˈaʋaːb
نوابان	nˈaʋaːbˌaːn
نوابانہ	nˈaʋaːbˌaːnˌa
نوابت	nˈaʋaːbˌət
نوابزادہ	nˈaʋaːbzaːdˌa
نوابستہ	nˈaʋaːbˌəstˌa
نوابشاہ	nˈaʋaːbʃaːh
نوابغ	nˈaʋaːbˌəɣ
نوابوں	nˈaʋaːbˌõː
نوابی	nˈaʋaːbˌiː
نوابیت	nˈaʋaːbiˌat
نوابین	nˈaʋaːbˌiːn
نوات	nˈaʋaːt
نواتا	nˈaʋaːtˌaː
نواتہ	nˈaʋaːtˌa
نواتی	nˈaʋaːtˌiː
نواتین	nˈaʋaːtˌiːn
نواتیں	nˈaʋaːtˌẽː
نواتے	nˈaʋaːtˌeː
نواجان	nˈaʋaːɟˌaːn
نواجذ	nˈaʋaːɟˌəz
نواح	nˈaʋaːh
نواحات	nˈaʋaːhˌaːt
نواحی	nˈaʋaːhˌiː
نواحیات	nˈaʋaːhˌiːaːt
نواخت	nˈaʋaːxt
نواختن	nˈaʋaːxtˌən
نواختہ	nˈaʋaːxtˌa
نواخذ	nˈaʋaːxˌəz
نوادر	nˈaʋaːdˌər
نوادرات	nˈaʋaːdˌərˌaːt
نوادہ	nˈaʋaːdˌa
نوادی	nˈaʋaːdˌiː
نوار	nˈaʋaːr
نوارا	nˈaʋaːrˌaː
نوارس	nˈaʋaːrˌəs
نوارن	nˈaʋaːrˌən
